respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,congenial,response_probe,question,condition,correct
151,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
151,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
151,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
152,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
152,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
152,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
152,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
153,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
153,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
153,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
153,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
156,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
156,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
156,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
156,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
158,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
158,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
158,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
158,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
162,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
162,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
162,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
162,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
164,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
164,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
164,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
164,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
167,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
167,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
167,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
167,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
168,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
168,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
168,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
168,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
171,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
171,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
171,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
171,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
172,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
172,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
172,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
172,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
173,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
173,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
173,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
173,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
174,,,,,0.0,1.0,open,0.0,,aca,mc,0
174,,,,,0.0,1.0,open,0.0,0.0,aca2,mc,0
174,,,,,0.0,1.0,open,0.0,,gg,mc,0
174,,,,,0.0,1.0,open,1.0,1.0,dt,mc,1
176,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
176,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
176,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
176,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
178,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
178,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
178,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
178,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
179,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
179,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
179,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
179,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
181,,,,,0.0,1.0,closed,0.0,,aca,mc,0
181,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
181,,,,,0.0,1.0,closed,0.0,,gg,mc,0
181,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
183,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
183,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
183,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
183,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
186,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
186,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
186,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
186,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
193,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
193,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
193,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
193,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
196,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
196,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
196,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
196,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
197,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
197,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
197,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,1
197,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
199,0.0,0.0,1.0,,,,open,,,aca,mc,0
199,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
199,0.0,0.0,1.0,,,,open,,,gg,mc,0
199,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
200,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
200,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
200,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
200,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
201,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
201,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
201,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
201,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
202,0.0,0.0,1.0,,,,open,,,aca,mc,0
202,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
202,0.0,0.0,1.0,,,,open,,,gg,mc,0
202,0.0,0.0,1.0,,,,open,,0.0,dt,mc,0
205,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
205,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
205,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
205,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
206,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
206,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
206,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
206,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
207,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
207,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
207,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
207,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
209,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
209,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
209,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
209,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
211,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
211,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
211,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
211,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
212,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
212,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
212,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
212,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
213,0.0,0.0,1.0,,0.0,0.0,open,0.0,,aca,mc,1
213,0.0,0.0,1.0,,0.0,0.0,open,0.0,0.0,aca2,mc,0
213,0.0,0.0,1.0,,0.0,0.0,open,0.0,,gg,mc,1
213,0.0,0.0,1.0,,0.0,0.0,open,1.0,1.0,dt,mc,1
219,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
219,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
219,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
219,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
221,,,,,0.0,1.0,closed,0.0,,aca,mc,0
221,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
221,,,,,0.0,1.0,closed,0.0,,gg,mc,1
221,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
223,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
223,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
223,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
223,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
224,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
224,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
224,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
224,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,0.0,dt,mc,0
225,0.0,0.0,1.0,,,,closed,,,aca,mc,0
225,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
225,0.0,0.0,1.0,,,,closed,,,gg,mc,0
225,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
227,,,,,0.0,1.0,open,0.0,,aca,mc,0
227,,,,,0.0,1.0,open,0.0,0.0,aca2,mc,0
227,,,,,0.0,1.0,open,0.0,,gg,mc,0
227,,,,,0.0,1.0,open,1.0,1.0,dt,mc,1
230,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,1
230,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
230,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
230,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
232,0.0,0.0,1.0,,,,closed,,,aca,mc,0
232,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
232,0.0,0.0,1.0,,,,closed,,,gg,mc,0
232,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
234,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
234,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
234,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
234,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
235,0.0,0.0,1.0,,,,open,,,aca,mc,0
235,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
235,0.0,0.0,1.0,,,,open,,,gg,mc,1
235,0.0,0.0,1.0,,,,open,,0.0,dt,mc,0
236,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
236,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
236,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
236,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
237,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
237,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
237,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
237,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
240,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
240,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
240,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
240,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
244,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
244,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
244,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
244,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
246,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
246,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
246,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
246,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
247,0.0,0.0,1.0,,,,closed,,,aca,mc,0
247,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
247,0.0,0.0,1.0,,,,closed,,,gg,mc,0
247,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
248,0.0,0.0,1.0,,,,closed,,,aca,mc,1
248,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
248,0.0,0.0,1.0,,,,closed,,,gg,mc,0
248,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
251,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
251,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
251,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
251,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
252,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
252,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
252,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
252,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
253,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
253,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
253,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
253,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
254,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
254,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
254,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
254,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
255,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
255,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
255,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
255,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
257,0.0,0.0,1.0,,,,closed,,,aca,mc,0
257,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
257,0.0,0.0,1.0,,,,closed,,,gg,mc,0
257,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
258,0.0,0.0,1.0,,,,open,,,aca,mc,1
258,0.0,0.0,1.0,,,,open,,1.0,aca2,mc,1
258,0.0,0.0,1.0,,,,open,,,gg,mc,0
258,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
261,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
261,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
261,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
261,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
263,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
263,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
263,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
263,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
265,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
265,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
265,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
265,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
266,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
266,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
266,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
266,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
267,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
267,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
267,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
267,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
271,,,,,0.0,1.0,closed,0.0,,aca,mc,0
271,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
271,,,,,0.0,1.0,closed,0.0,,gg,mc,0
271,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
273,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
273,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
273,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
273,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
276,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
276,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
276,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
276,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
278,0.0,0.0,1.0,,,,closed,,,aca,mc,0
278,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
278,0.0,0.0,1.0,,,,closed,,,gg,mc,0
278,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
281,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
281,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
281,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
281,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
284,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
284,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
284,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
284,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
285,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
285,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
285,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
285,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
287,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
287,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
287,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
287,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
288,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
288,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
288,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
288,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
290,0.0,0.0,1.0,,,,closed,,,aca,mc,0
290,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
290,0.0,0.0,1.0,,,,closed,,,gg,mc,0
290,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
291,0.0,0.0,1.0,,,,closed,,,aca,mc,0
291,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
291,0.0,0.0,1.0,,,,closed,,,gg,mc,0
291,0.0,0.0,1.0,,,,closed,,0.0,dt,mc,0
292,0.0,0.0,1.0,,,,closed,,,aca,mc,1
292,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
292,0.0,0.0,1.0,,,,closed,,,gg,mc,1
292,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
299,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
299,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
299,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
299,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
301,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
301,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
301,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
301,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
304,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
304,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
304,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
304,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
307,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
307,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
307,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
307,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
308,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
308,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
308,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
308,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
309,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
309,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
309,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
309,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
310,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,aca,mc,0
310,0.0,0.0,1.0,,0.0,0.0,closed,0.0,0.0,aca2,mc,0
310,0.0,0.0,1.0,,0.0,0.0,closed,0.0,,gg,mc,1
310,0.0,0.0,1.0,,0.0,0.0,closed,1.0,1.0,dt,mc,1
313,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
313,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
313,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
313,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
314,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
314,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
314,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
314,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
316,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
316,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
316,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
316,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
319,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
319,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
319,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
319,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
324,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
324,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
324,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
324,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
326,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
326,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
