respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,republican_leaners,probe,congenial,response_probe,question,condition,correct
488,0.0,0.0,1.0,,,,closed,,,gg,mc,0
488,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
489,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
489,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
489,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
489,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
490,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
490,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
490,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
490,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
491,0.0,0.0,1.0,,,,open,,,aca,mc,0
491,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
491,0.0,0.0,1.0,,,,open,,,gg,mc,0
491,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
494,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
494,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
494,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
494,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
496,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
496,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
496,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
496,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
497,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
497,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
497,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
497,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
498,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
498,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
498,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
498,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
499,,,,,0.0,1.0,closed,0.0,,aca,mc,0
499,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
499,,,,,0.0,1.0,closed,0.0,,gg,mc,0
499,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
501,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
501,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
501,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
501,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
504,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
504,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
504,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
504,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
507,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
507,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
507,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
507,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
509,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,1
509,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
509,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
509,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
510,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
510,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
510,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
510,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
511,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
511,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
511,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
511,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
512,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
512,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
512,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
512,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
515,,,,,0.0,1.0,closed,0.0,,aca,mc,0
515,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
515,,,,,0.0,1.0,closed,0.0,,gg,mc,0
515,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
516,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
516,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
516,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
516,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
518,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
518,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
518,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
518,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
520,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
520,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
520,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
520,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
521,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
521,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
521,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
521,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
525,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
525,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
525,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
525,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
527,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
527,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
527,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
527,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
529,0.0,0.0,1.0,,,,closed,,,aca,mc,0
529,0.0,0.0,1.0,,,,closed,,1.0,aca2,mc,1
529,0.0,0.0,1.0,,,,closed,,,gg,mc,0
529,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
530,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
530,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
530,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
530,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
531,0.0,0.0,1.0,,,,closed,,,aca,mc,0
531,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
531,0.0,0.0,1.0,,,,closed,,,gg,mc,0
531,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
533,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
533,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
533,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
533,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
536,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
536,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
536,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
536,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
537,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,1
537,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
537,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
537,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
539,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
539,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
539,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
539,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
541,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
541,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
541,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
541,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
542,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
542,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
542,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
542,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
544,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
544,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
544,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
544,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
546,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
546,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
546,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
546,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
548,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
548,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
548,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
548,1.0,0.0,0.0,,1.0,0.0,open,0.0,0.0,dt,mc,0
549,0.0,0.0,1.0,,,,open,,,aca,mc,0
549,0.0,0.0,1.0,,,,open,,0.0,aca2,mc,0
549,0.0,0.0,1.0,,,,open,,,gg,mc,0
549,0.0,0.0,1.0,,,,open,,1.0,dt,mc,1
550,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,1
550,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
550,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
550,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
552,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
552,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
552,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
552,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
555,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
555,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
555,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
555,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
556,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
556,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
556,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
556,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
561,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
561,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
561,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
561,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
562,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,1
562,1.0,0.0,0.0,,1.0,0.0,open,1.0,1.0,aca2,mc,1
562,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,0
562,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
563,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
563,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
563,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
563,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
564,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
564,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
564,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
564,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
565,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
565,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
565,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
565,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
566,,,,,0.0,1.0,open,0.0,,aca,mc,0
566,,,,,0.0,1.0,open,0.0,0.0,aca2,mc,0
566,,,,,0.0,1.0,open,0.0,,gg,mc,0
566,,,,,0.0,1.0,open,1.0,1.0,dt,mc,1
567,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
567,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
567,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
567,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
568,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
568,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
568,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,1
568,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
569,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
569,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
569,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,1
569,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
570,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
570,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
570,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
570,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
571,,,,,0.0,1.0,open,0.0,,aca,mc,1
571,,,,,0.0,1.0,open,0.0,0.0,aca2,mc,0
571,,,,,0.0,1.0,open,0.0,,gg,mc,0
571,,,,,0.0,1.0,open,1.0,1.0,dt,mc,1
572,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
572,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
572,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
572,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
574,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
574,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,0.0,aca2,mc,0
574,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
574,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
575,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
575,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
575,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
575,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
576,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
576,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
576,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
576,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
577,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,1
577,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
577,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
577,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
582,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
582,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
582,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
582,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
583,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
583,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
583,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
583,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,0.0,dt,mc,0
584,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
584,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
584,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
584,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
588,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
588,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
588,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
588,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
589,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
589,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,1.0,aca2,mc,1
589,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,1
589,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
591,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
591,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
591,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
591,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
597,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
597,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
597,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
597,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
598,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
598,1.0,0.0,0.0,,1.0,0.0,closed,1.0,0.0,aca2,mc,0
598,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
598,1.0,0.0,0.0,,1.0,0.0,closed,0.0,1.0,dt,mc,1
599,1.0,0.0,0.0,,1.0,0.0,open,1.0,,aca,mc,0
599,1.0,0.0,0.0,,1.0,0.0,open,1.0,0.0,aca2,mc,0
599,1.0,0.0,0.0,,1.0,0.0,open,1.0,,gg,mc,1
599,1.0,0.0,0.0,,1.0,0.0,open,0.0,1.0,dt,mc,1
600,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
600,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
600,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
600,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
601,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,1
601,1.0,0.0,0.0,,1.0,0.0,closed,1.0,1.0,aca2,mc,1
601,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,gg,mc,0
601,1.0,0.0,0.0,,1.0,0.0,closed,0.0,0.0,dt,mc,0
602,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,aca,mc,0
602,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,0.0,aca2,mc,0
602,1.0,0.0,0.0,1.0,1.0,0.0,open,1.0,,gg,mc,0
602,1.0,0.0,0.0,1.0,1.0,0.0,open,0.0,1.0,dt,mc,1
603,0.0,0.0,1.0,,,,closed,,,aca,mc,0
603,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
603,0.0,0.0,1.0,,,,closed,,,gg,mc,0
603,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
608,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
608,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
608,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
608,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,0.0,dt,mc,0
610,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
610,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
610,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
610,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
613,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
613,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,1.0,aca2,mc,1
613,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
613,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
614,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,aca,mc,0
614,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,1.0,aca2,mc,1
614,0.0,1.0,0.0,0.0,0.0,1.0,closed,0.0,,gg,mc,0
614,0.0,1.0,0.0,0.0,0.0,1.0,closed,1.0,1.0,dt,mc,1
615,,,,,0.0,1.0,closed,0.0,,aca,mc,0
615,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
615,,,,,0.0,1.0,closed,0.0,,gg,mc,0
615,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
617,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
617,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,1.0,aca2,mc,1
617,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
617,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
619,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
619,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
619,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
619,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
620,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
620,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
620,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
620,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
621,0.0,0.0,1.0,,,,closed,,,aca,mc,0
621,0.0,0.0,1.0,,,,closed,,0.0,aca2,mc,0
621,0.0,0.0,1.0,,,,closed,,,gg,mc,0
621,0.0,0.0,1.0,,,,closed,,1.0,dt,mc,1
623,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
623,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
623,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,1
623,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,1.0,dt,mc,1
624,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
624,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
624,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
624,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
625,,,,,0.0,1.0,closed,0.0,,aca,mc,0
625,,,,,0.0,1.0,closed,0.0,0.0,aca2,mc,0
625,,,,,0.0,1.0,closed,0.0,,gg,mc,1
625,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
626,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
626,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
626,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
626,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
628,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,aca,mc,0
628,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,0.0,aca2,mc,0
628,0.0,1.0,0.0,0.0,0.0,1.0,open,0.0,,gg,mc,0
628,0.0,1.0,0.0,0.0,0.0,1.0,open,1.0,1.0,dt,mc,1
630,,,,,0.0,1.0,closed,0.0,,aca,mc,0
630,,,,,0.0,1.0,closed,0.0,1.0,aca2,mc,1
630,,,,,0.0,1.0,closed,0.0,,gg,mc,0
630,,,,,0.0,1.0,closed,1.0,1.0,dt,mc,1
632,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,aca,mc,0
632,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,0.0,aca2,mc,0
632,1.0,0.0,0.0,1.0,1.0,0.0,closed,1.0,,gg,mc,0
632,1.0,0.0,0.0,1.0,1.0,0.0,closed,0.0,0.0,dt,mc,0
635,1.0,0.0,0.0,,1.0,0.0,closed,1.0,,aca,mc,0
