respondent,democrat,republican,independent,democrat_noleaners,democrat_leaners,questions,responses,scale_correct_10,scale_correct_7,scale_mc_c_10,scale_mc_c_8,congenial
148,1,0,0,1,1,rg_s_dt_2,0,1,1,NA,NA,0
148,1,0,0,1,1,rg_s_dt_3,0,1,1,NA,NA,0
148,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
149,0,1,0,0,0,rg_s_aca_1,6,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_aca_2,6,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_aca_3,6,0,0,0,0,0
149,0,1,0,0,0,rg_s_aca_4,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_aca2_1,6,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_aca2_2,6,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_aca2_3,6,0,0,0,0,0
149,0,1,0,0,0,rg_s_aca2_4,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_gg_1,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_gg_2,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_gg_3,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_gg_4,5,0,0,0,0,0
149,0,1,0,0,0,rg_s_gg2_1,6,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_gg2_2,3,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_gg2_3,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_gg2_4,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_dt_1,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_dt_2,5,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_dt_3,4,0,0,NA,NA,0
149,0,1,0,0,0,rg_s_dt_4,4,0,0,0,0,1
150,0,1,0,0,0,rg_s_aca_1,4,0,0,NA,NA,0
150,0,1,0,0,0,rg_s_aca_2,0,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_aca_3,1,0,0,0,0,0
150,0,1,0,0,0,rg_s_aca_4,0,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_aca2_1,0,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_aca2_2,0,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_aca2_3,0,0,0,0,0,0
150,0,1,0,0,0,rg_s_aca2_4,0,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_gg_1,4,0,0,NA,NA,0
150,0,1,0,0,0,rg_s_gg_2,4,0,0,NA,NA,0
150,0,1,0,0,0,rg_s_gg_3,10,0,0,NA,NA,0
150,0,1,0,0,0,rg_s_gg_4,10,1,1,1,1,0
150,0,1,0,0,0,rg_s_gg2_1,3,0,0,NA,NA,0
150,0,1,0,0,0,rg_s_gg2_2,9,0,1,NA,NA,0
150,0,1,0,0,0,rg_s_gg2_3,1,0,1,NA,NA,0
150,0,1,0,0,0,rg_s_gg2_4,10,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_dt_1,10,0,0,NA,NA,0
150,0,1,0,0,0,rg_s_dt_2,0,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_dt_3,0,1,1,NA,NA,0
150,0,1,0,0,0,rg_s_dt_4,10,1,1,1,1,1
154,0,0,1,NA,0,rg_s_aca_1,1,0,1,NA,NA,0
154,0,0,1,NA,0,rg_s_aca_2,0,1,1,NA,NA,0
154,0,0,1,NA,0,rg_s_aca_3,5,0,0,0,0,0
154,0,0,1,NA,0,rg_s_aca_4,8,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_aca2_1,0,1,1,NA,NA,0
154,0,0,1,NA,0,rg_s_aca2_2,0,1,1,NA,NA,0
154,0,0,1,NA,0,rg_s_aca2_3,0,0,0,0,0,0
154,0,0,1,NA,0,rg_s_aca2_4,0,1,1,NA,NA,0
154,0,0,1,NA,0,rg_s_gg_1,10,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_gg_2,9,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_gg_3,10,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_gg_4,10,1,1,1,1,0
154,0,0,1,NA,0,rg_s_gg2_1,0,1,1,NA,NA,0
154,0,0,1,NA,0,rg_s_gg2_2,0,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_gg2_3,10,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_gg2_4,10,1,1,NA,NA,0
154,0,0,1,NA,0,rg_s_dt_1,10,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_dt_2,5,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_dt_3,5,0,0,NA,NA,0
154,0,0,1,NA,0,rg_s_dt_4,10,1,1,1,1,1
155,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_aca_3,0,0,0,0,0,1
155,1,0,0,1,1,rg_s_aca_4,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_aca2_3,0,0,0,0,0,1
155,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_gg_1,10,0,0,NA,NA,0
155,1,0,0,1,1,rg_s_gg_2,10,0,0,NA,NA,0
155,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
155,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
155,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_gg2_2,7,0,0,NA,NA,1
155,1,0,0,1,1,rg_s_gg2_3,9,0,0,NA,NA,0
155,1,0,0,1,1,rg_s_gg2_4,8,0,1,NA,NA,1
155,1,0,0,1,1,rg_s_dt_1,10,0,0,NA,NA,0
155,1,0,0,1,1,rg_s_dt_2,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_dt_3,0,1,1,NA,NA,0
155,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
157,NA,NA,NA,NA,0,rg_s_aca_1,3,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_aca_2,6,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_aca_3,5,0,0,0,0,0
157,NA,NA,NA,NA,0,rg_s_aca_4,7,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_aca2_1,1,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_aca2_2,1,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_aca2_3,3,0,0,0,0,0
157,NA,NA,NA,NA,0,rg_s_aca2_4,2,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_gg_1,1,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_gg_2,1,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_gg_3,7,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_gg_4,7,0,0,0,0,0
157,NA,NA,NA,NA,0,rg_s_gg2_1,1,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_gg2_2,8,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_gg2_3,1,0,1,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_gg2_4,5,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_dt_1,9,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_dt_2,6,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_dt_3,6,0,0,NA,NA,0
157,NA,NA,NA,NA,0,rg_s_dt_4,8,0,1,0,1,1
159,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_aca_3,3,0,0,0,0,1
159,1,0,0,1,1,rg_s_aca_4,4,0,0,NA,NA,0
159,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_aca2_3,0,0,0,0,0,1
159,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_gg_1,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_gg_2,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_gg_3,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_gg_4,9,0,1,0,1,1
159,1,0,0,1,1,rg_s_gg2_1,7,0,0,NA,NA,0
159,1,0,0,1,1,rg_s_gg2_2,7,0,0,NA,NA,1
159,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_gg2_4,10,1,1,NA,NA,1
159,1,0,0,1,1,rg_s_dt_1,10,0,0,NA,NA,0
159,1,0,0,1,1,rg_s_dt_2,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_dt_3,0,1,1,NA,NA,0
159,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
160,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
160,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
160,1,0,0,1,1,rg_s_aca_3,0,0,0,0,0,1
160,1,0,0,1,1,rg_s_aca_4,7,0,0,NA,NA,0
160,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
160,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
160,1,0,0,1,1,rg_s_aca2_3,0,0,0,0,0,1
160,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
160,1,0,0,1,1,rg_s_gg_1,6,0,0,NA,NA,0
160,1,0,0,1,1,rg_s_gg_2,6,0,0,NA,NA,0
160,1,0,0,1,1,rg_s_gg_3,8,0,0,NA,NA,0
160,1,0,0,1,1,rg_s_gg_4,9,0,1,0,1,1
160,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
160,1,0,0,1,1,rg_s_gg2_2,9,0,1,NA,NA,1
160,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
160,1,0,0,1,1,rg_s_gg2_4,7,0,0,NA,NA,1
160,1,0,0,1,1,rg_s_dt_1,3,0,0,NA,NA,0
160,1,0,0,1,1,rg_s_dt_2,1,0,1,NA,NA,0
160,1,0,0,1,1,rg_s_dt_3,1,0,1,NA,NA,0
160,1,0,0,1,1,rg_s_dt_4,5,0,0,0,0,0
161,NA,NA,NA,NA,0,rg_s_aca_1,5,0,0,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_aca_2,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_aca_3,8,0,1,0,1,0
161,NA,NA,NA,NA,0,rg_s_aca_4,1,0,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_aca2_1,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_aca2_2,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_aca2_3,0,0,0,0,0,0
161,NA,NA,NA,NA,0,rg_s_aca2_4,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_gg_1,6,0,0,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_gg_2,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_gg_3,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_gg_4,8,0,1,0,1,0
161,NA,NA,NA,NA,0,rg_s_gg2_1,2,0,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_gg2_2,8,0,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_gg2_3,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_gg2_4,10,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_dt_1,6,0,0,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_dt_2,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_dt_3,0,1,1,NA,NA,0
161,NA,NA,NA,NA,0,rg_s_dt_4,10,1,1,1,1,1
163,0,0,1,NA,NA,rg_s_aca_1,5,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_aca_2,5,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_aca_3,5,0,0,0,0,NA
163,0,0,1,NA,NA,rg_s_aca_4,5,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_aca2_1,0,1,1,NA,NA,0
163,0,0,1,NA,NA,rg_s_aca2_2,7,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_aca2_3,4,0,0,0,0,NA
163,0,0,1,NA,NA,rg_s_aca2_4,0,1,1,NA,NA,0
163,0,0,1,NA,NA,rg_s_gg_1,5,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_gg_2,5,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_gg_3,10,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_gg_4,10,1,1,1,1,NA
163,0,0,1,NA,NA,rg_s_gg2_1,0,1,1,NA,NA,0
163,0,0,1,NA,NA,rg_s_gg2_2,9,0,1,NA,NA,NA
163,0,0,1,NA,NA,rg_s_gg2_3,1,0,1,NA,NA,0
163,0,0,1,NA,NA,rg_s_gg2_4,10,1,1,NA,NA,NA
163,0,0,1,NA,NA,rg_s_dt_1,10,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_dt_2,10,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_dt_3,10,0,0,NA,NA,0
163,0,0,1,NA,NA,rg_s_dt_4,10,1,1,1,1,NA
165,1,0,0,1,1,rg_s_aca_1,9,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_aca_2,8,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_aca_3,9,0,1,0,1,1
165,1,0,0,1,1,rg_s_aca_4,9,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_aca2_1,8,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_aca2_2,6,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_aca2_3,10,1,1,1,1,1
165,1,0,0,1,1,rg_s_aca2_4,1,0,1,NA,NA,0
165,1,0,0,1,1,rg_s_gg_1,7,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_gg_2,7,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_gg_4,9,0,1,0,1,1
165,1,0,0,1,1,rg_s_gg2_1,1,0,1,NA,NA,0
165,1,0,0,1,1,rg_s_gg2_2,7,0,0,NA,NA,1
165,1,0,0,1,1,rg_s_gg2_3,10,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_gg2_4,10,1,1,NA,NA,1
165,1,0,0,1,1,rg_s_dt_1,0,1,1,NA,NA,0
165,1,0,0,1,1,rg_s_dt_2,9,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_dt_3,9,0,0,NA,NA,0
165,1,0,0,1,1,rg_s_dt_4,9,0,1,0,1,0
166,1,0,0,NA,1,rg_s_aca_1,4,0,0,NA,NA,0
166,1,0,0,NA,1,rg_s_aca_2,0,1,1,NA,NA,0
166,1,0,0,NA,1,rg_s_aca_3,6,0,0,0,0,1
166,1,0,0,NA,1,rg_s_aca_4,7,0,0,NA,NA,0
166,1,0,0,NA,1,rg_s_aca2_1,0,1,1,NA,NA,0
166,1,0,0,NA,1,rg_s_aca2_2,0,1,1,NA,NA,0
166,1,0,0,NA,1,rg_s_aca2_3,5,0,0,0,0,1
166,1,0,0,NA,1,rg_s_aca2_4,0,1,1,NA,NA,0
166,1,0,0,NA,1,rg_s_gg_1,0,1,1,NA,NA,0
166,1,0,0,NA,1,rg_s_gg_2,0,1,1,NA,NA,0
166,1,0,0,NA,1,rg_s_gg_3,10,0,0,NA,NA,0
166,1,0,0,NA,1,rg_s_gg_4,10,1,1,1,1,1
166,1,0,0,NA,1,rg_s_gg2_1,2,0,1,NA,NA,0
166,1,0,0,NA,1,rg_s_gg2_2,8,0,1,NA,NA,1
166,1,0,0,NA,1,rg_s_gg2_3,0,1,1,NA,NA,0
166,1,0,0,NA,1,rg_s_gg2_4,10,1,1,NA,NA,1
166,1,0,0,NA,1,rg_s_dt_1,10,0,0,NA,NA,0
166,1,0,0,NA,1,rg_s_dt_2,10,0,0,NA,NA,0
166,1,0,0,NA,1,rg_s_dt_3,10,0,0,NA,NA,0
166,1,0,0,NA,1,rg_s_dt_4,10,1,1,1,1,0
169,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_aca_2,1,0,1,NA,NA,0
169,1,0,0,1,1,rg_s_aca_3,0,0,0,0,0,1
169,1,0,0,1,1,rg_s_aca_4,5,0,0,NA,NA,0
169,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_aca2_3,5,0,0,0,0,1
169,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_gg_1,2,0,1,NA,NA,0
169,1,0,0,1,1,rg_s_gg_2,1,0,1,NA,NA,0
169,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
169,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
169,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_gg2_2,5,0,0,NA,NA,1
169,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_gg2_4,10,1,1,NA,NA,1
169,1,0,0,1,1,rg_s_dt_1,9,0,0,NA,NA,0
169,1,0,0,1,1,rg_s_dt_2,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_dt_3,0,1,1,NA,NA,0
169,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
170,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
170,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
170,1,0,0,1,1,rg_s_aca_3,5,0,0,0,0,1
170,1,0,0,1,1,rg_s_aca_4,5,0,0,NA,NA,0
170,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
170,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
170,1,0,0,1,1,rg_s_aca2_3,4,0,0,0,0,1
170,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
170,1,0,0,1,1,rg_s_gg_1,7,0,0,NA,NA,0
170,1,0,0,1,1,rg_s_gg_2,5,0,0,NA,NA,0
170,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
170,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
170,1,0,0,1,1,rg_s_gg2_1,3,0,0,NA,NA,0
170,1,0,0,1,1,rg_s_gg2_2,0,0,0,NA,NA,1
170,1,0,0,1,1,rg_s_gg2_3,1,0,1,NA,NA,0
170,1,0,0,1,1,rg_s_gg2_4,10,1,1,NA,NA,1
170,1,0,0,1,1,rg_s_dt_1,10,0,0,NA,NA,0
170,1,0,0,1,1,rg_s_dt_2,2,0,1,NA,NA,0
170,1,0,0,1,1,rg_s_dt_3,2,0,1,NA,NA,0
170,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
175,1,0,0,1,1,rg_s_aca_1,1,0,1,NA,NA,0
175,1,0,0,1,1,rg_s_aca_2,3,0,0,NA,NA,0
175,1,0,0,1,1,rg_s_aca_3,5,0,0,0,0,1
175,1,0,0,1,1,rg_s_aca_4,5,0,0,NA,NA,0
175,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
175,1,0,0,1,1,rg_s_aca2_2,1,0,1,NA,NA,0
175,1,0,0,1,1,rg_s_aca2_3,2,0,0,0,0,1
175,1,0,0,1,1,rg_s_aca2_4,1,0,1,NA,NA,0
175,1,0,0,1,1,rg_s_gg_1,1,0,1,NA,NA,0
175,1,0,0,1,1,rg_s_gg_2,2,0,1,NA,NA,0
175,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
175,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
175,1,0,0,1,1,rg_s_gg2_1,2,0,1,NA,NA,0
175,1,0,0,1,1,rg_s_gg2_2,3,0,0,NA,NA,1
175,1,0,0,1,1,rg_s_gg2_3,2,0,1,NA,NA,0
175,1,0,0,1,1,rg_s_gg2_4,10,1,1,NA,NA,1
175,1,0,0,1,1,rg_s_dt_1,9,0,0,NA,NA,0
175,1,0,0,1,1,rg_s_dt_2,10,0,0,NA,NA,0
175,1,0,0,1,1,rg_s_dt_3,10,0,0,NA,NA,0
175,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
177,0,1,0,0,0,rg_s_aca_1,10,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_aca_2,0,1,1,NA,NA,0
177,0,1,0,0,0,rg_s_aca_3,0,0,0,0,0,0
177,0,1,0,0,0,rg_s_aca_4,5,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_aca2_1,0,1,1,NA,NA,0
177,0,1,0,0,0,rg_s_aca2_2,0,1,1,NA,NA,0
177,0,1,0,0,0,rg_s_aca2_3,5,0,0,0,0,0
177,0,1,0,0,0,rg_s_aca2_4,10,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_gg_1,5,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_gg_2,5,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_gg_3,10,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_gg_4,10,1,1,1,1,0
177,0,1,0,0,0,rg_s_gg2_1,0,1,1,NA,NA,0
177,0,1,0,0,0,rg_s_gg2_2,10,1,1,NA,NA,0
177,0,1,0,0,0,rg_s_gg2_3,1,0,1,NA,NA,0
177,0,1,0,0,0,rg_s_gg2_4,10,1,1,NA,NA,0
177,0,1,0,0,0,rg_s_dt_1,0,1,1,NA,NA,0
177,0,1,0,0,0,rg_s_dt_2,5,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_dt_3,5,0,0,NA,NA,0
177,0,1,0,0,0,rg_s_dt_4,10,1,1,1,1,1
180,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
180,1,0,0,1,1,rg_s_aca_2,0,1,1,NA,NA,0
180,1,0,0,1,1,rg_s_aca_3,9,0,1,0,1,1
180,1,0,0,1,1,rg_s_aca_4,1,0,1,NA,NA,0
180,1,0,0,1,1,rg_s_aca2_1,0,1,1,NA,NA,0
180,1,0,0,1,1,rg_s_aca2_2,0,1,1,NA,NA,0
180,1,0,0,1,1,rg_s_aca2_3,6,0,0,0,0,1
180,1,0,0,1,1,rg_s_aca2_4,0,1,1,NA,NA,0
180,1,0,0,1,1,rg_s_gg_1,3,0,0,NA,NA,0
180,1,0,0,1,1,rg_s_gg_2,5,0,0,NA,NA,0
180,1,0,0,1,1,rg_s_gg_3,8,0,0,NA,NA,0
180,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
180,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
180,1,0,0,1,1,rg_s_gg2_2,7,0,0,NA,NA,1
180,1,0,0,1,1,rg_s_gg2_3,0,1,1,NA,NA,0
180,1,0,0,1,1,rg_s_gg2_4,8,0,1,NA,NA,1
180,1,0,0,1,1,rg_s_dt_1,9,0,0,NA,NA,0
180,1,0,0,1,1,rg_s_dt_2,9,0,0,NA,NA,0
180,1,0,0,1,1,rg_s_dt_3,9,0,0,NA,NA,0
180,1,0,0,1,1,rg_s_dt_4,9,0,1,0,1,0
182,1,0,0,1,1,rg_s_aca_1,0,1,1,NA,NA,0
182,1,0,0,1,1,rg_s_aca_2,7,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_aca_3,2,0,0,0,0,1
182,1,0,0,1,1,rg_s_aca_4,5,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_aca2_1,2,0,1,NA,NA,0
182,1,0,0,1,1,rg_s_aca2_2,8,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_aca2_3,8,0,1,0,1,1
182,1,0,0,1,1,rg_s_aca2_4,10,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_gg_1,10,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_gg_2,8,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_gg_3,10,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_gg_4,10,1,1,1,1,1
182,1,0,0,1,1,rg_s_gg2_1,0,1,1,NA,NA,0
182,1,0,0,1,1,rg_s_gg2_2,9,0,1,NA,NA,1
182,1,0,0,1,1,rg_s_gg2_3,10,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_gg2_4,10,1,1,NA,NA,1
182,1,0,0,1,1,rg_s_dt_1,10,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_dt_2,10,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_dt_3,10,0,0,NA,NA,0
182,1,0,0,1,1,rg_s_dt_4,10,1,1,1,1,0
184,0,1,0,0,0,rg_s_aca_1,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_aca_2,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_aca_3,5,0,0,0,0,0
184,0,1,0,0,0,rg_s_aca_4,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_aca2_1,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_aca2_2,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_aca2_3,5,0,0,0,0,0
184,0,1,0,0,0,rg_s_aca2_4,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_gg_1,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_gg_2,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_gg_3,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_gg_4,5,0,0,0,0,0
184,0,1,0,0,0,rg_s_gg2_1,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_gg2_2,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_gg2_3,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_gg2_4,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_dt_1,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_dt_2,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_dt_3,5,0,0,NA,NA,0
184,0,1,0,0,0,rg_s_dt_4,5,0,0,0,0,1
185,NA,NA,NA,NA,0,rg_s_aca_1,10,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_aca_2,5,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_aca_3,5,0,0,0,0,0
185,NA,NA,NA,NA,0,rg_s_aca_4,5,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_aca2_1,8,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_aca2_2,5,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_aca2_3,5,0,0,0,0,0
185,NA,NA,NA,NA,0,rg_s_aca2_4,5,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_gg_1,5,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_gg_2,4,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_gg_3,6,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_gg_4,5,0,0,0,0,0
185,NA,NA,NA,NA,0,rg_s_gg2_1,5,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_gg2_2,6,0,0,NA,NA,0
185,NA,NA,NA,NA,0,rg_s_gg2_3,4,0,0,NA,NA,0
